cod_ibge;municipio;state_cod_ibge
3203403;mimoso do sul;ES
3203502;montanha;ES
3203601;mucurici;ES
3203700;muniz freire;ES
3203809;muqui;ES
3203908;nova venecia;ES
3204005;pancas;ES
3204054;pedro canario;ES
3204104;pinheiros;ES
3204203;piuma;ES
3204252;ponto belo;ES
3204302;presidente kennedy;ES
3204351;rio bananal;ES
3204401;rio novo do sul;ES
3204500;santa leopoldina;ES
3204559;santa maria de jetiba;ES
3204609;santa teresa;ES
3204658;sao domingos do norte;ES
3204708;sao gabriel da palha;ES
3204807;sao jose do calcado;ES
3204906;sao mateus;ES
3204955;sao roque do canaa;ES
3205002;serra;ES
3205010;sooretama;ES
3205036;vargem alta;ES
3205069;venda nova do imigrante;ES
3205101;viana;ES
3205150;vila pavao;ES
3205176;vila valerio;ES
3205200;vila velha;ES
3205309;vitoria;ES
3300100;angra dos reis;RJ
3300159;aperibe;RJ
3300209;araruama;RJ
3300225;areal;RJ
3300233;armacao dos buzios;RJ
3300258;arraial do cabo;RJ
3300308;barra do pirai;RJ
3300407;barra mansa;RJ
3300456;belford roxo;RJ
3300506;bom jardim;RJ
3300605;bom jesus do itabapoana;RJ
3300704;cabo frio;RJ
3300803;cachoeiras de macacu;RJ
3300902;cambuci;RJ
3300936;carapebus;RJ
3300951;comendador levy gasparian;RJ
3301009;campos dos goytacazes;RJ
3301108;cantagalo;RJ
3301157;cardoso moreira;RJ
3301207;carmo;RJ
3301306;casimiro de abreu;RJ
3301405;conceicao de macabu;RJ
3301504;cordeiro;RJ
3301603;duas barras;RJ
3301702;duque de caxias;RJ
3301801;engenheiro paulo de frontin;RJ
3301850;guapimirim;RJ
3301876;iguaba grande;RJ
3301900;itaborai;RJ
3302007;itaguai;RJ
3302056;italva;RJ
3302106;itaocara;RJ
3302205;itaperuna;RJ
3302254;itatiaia;RJ
3302270;japeri;RJ
3302304;laje do muriae;RJ
3302403;macae;RJ
3302452;macuco;RJ
3302502;mage;RJ
3302601;mangaratiba;RJ
3302700;marica;RJ
3302809;mendes;RJ
3302858;mesquita;RJ
3302908;miguel pereira;RJ
3303005;miracema;RJ
3303104;natividade;RJ
3303203;nilopolis;RJ
3303302;niteroi;RJ
3303401;nova friburgo;RJ
3303500;nova iguacu;RJ
3303609;paracambi;RJ
3303708;paraiba do sul;RJ
3303807;paraty;RJ
3303856;paty do alferes;RJ
3303906;petropolis;RJ
3303955;pinheiral;RJ
3304003;pirai;RJ
3304102;porciuncula;RJ
3304110;porto real;RJ
3304128;quatis;RJ
3304144;queimados;RJ
3304151;quissama;RJ
3304201;resende;RJ
3304300;rio bonito;RJ
3304409;rio claro;RJ
3304508;rio das flores;RJ
3304524;rio das ostras;RJ
3304557;rio de janeiro;RJ
3304607;santa maria madalena;RJ
3304706;santo antonio de padua;RJ
3304755;sao francisco de itabapoana;RJ
3304805;sao fidelis;RJ
3304904;sao goncalo;RJ
3305000;sao joao da barra;RJ
3305109;sao joao de meriti;RJ
3305133;sao jose de uba;RJ
3305158;sao jose do vale do rio preto;RJ
3305208;sao pedro da aldeia;RJ
3305307;sao sebastiao do alto;RJ
3305406;sapucaia;RJ
3305505;saquarema;RJ
3305554;seropedica;RJ
3305604;silva jardim;RJ
3305703;sumidouro;RJ
3305752;tangua;RJ
3305802;teresopolis;RJ
3305901;trajano de moraes;RJ
3306008;tres rios;RJ
3306107;valenca;RJ
3306156;varre-sai;RJ
3306206;vassouras;RJ
3306305;volta redonda;RJ
3500105;adamantina;SP
3500204;adolfo;SP
3500303;aguai;SP
3500402;aguas da prata;SP
3500501;aguas de lindoia;SP
3500550;aguas de santa barbara;SP
3500600;aguas de sao pedro;SP
3500709;agudos;SP
3500758;alambari;SP
3500808;alfredo marcondes;SP
3500907;altair;SP
3501004;altinopolis;SP
3501103;alto alegre;SP
3501152;aluminio;SP
3501202;alvares florence;SP
3501301;alvares machado;SP
3501400;alvaro de carvalho;SP
3501509;alvinlandia;SP
3501608;americana;SP
3501707;americo brasiliense;SP
3501806;americo de campos;SP
3501905;amparo;SP
3502002;analandia;SP
3502101;andradina;SP
3502200;angatuba;SP
3502309;anhembi;SP
3502408;anhumas;SP
3502507;aparecida;SP
3502606;aparecida d'oeste;SP
3502705;apiai;SP
3502754;aracariguama;SP
3502804;aracatuba;SP
3502903;aracoiaba da serra;SP
3503000;aramina;SP
3503109;arandu;SP
3503158;arapei;SP
3503208;araraquara;SP
3503307;araras;SP
3503356;arco-iris;SP
3503406;arealva;SP
3503505;areias;SP
3503604;areiopolis;SP
3503703;ariranha;SP
3503802;artur nogueira;SP
3503901;aruja;SP
3503950;aspasia;SP
3504008;assis;SP
3504107;atibaia;SP
3504206;auriflama;SP
3504305;avai;SP
3504404;avanhandava;SP
3504503;avare;SP
3504602;bady bassitt;SP
3504701;balbinos;SP
3504800;balsamo;SP
3504909;bananal;SP
3505005;barao de antonina;SP
3505104;barbosa;SP
3505203;bariri;SP
3505302;barra bonita;SP
3505351;barra do chapeu;SP
3505401;barra do turvo;SP
3505500;barretos;SP
3505609;barrinha;SP
3505708;barueri;SP
3505807;bastos;SP
3505906;batatais;SP
3506003;bauru;SP
3506102;bebedouro;SP
3506201;bento de abreu;SP
3506300;bernardino de campos;SP
3506359;bertioga;SP
3506409;bilac;SP
3506508;birigui;SP
3506607;biritiba mirim;SP
3506706;boa esperanca do sul;SP
3506805;bocaina;SP
3506904;bofete;SP
3507001;boituva;SP
3507100;bom jesus dos perdoes;SP
3507159;bom sucesso de itarare;SP
3507209;bora;SP
3507308;boraceia;SP
3507407;borborema;SP
3507456;borebi;SP
3507506;botucatu;SP
3507605;braganca paulista;SP
3507704;brauna;SP
3507753;brejo alegre;SP
3507803;brodowski;SP
3507902;brotas;SP
3508009;buri;SP
3508108;buritama;SP
3508207;buritizal;SP
3508306;cabralia paulista;SP
3508405;cabreuva;SP
3508504;cacapava;SP
3508603;cachoeira paulista;SP
3508702;caconde;SP
3508801;cafelandia;SP
3508900;caiabu;SP
3509007;caieiras;SP
3509106;caiua;SP
3509205;cajamar;SP
3509254;cajati;SP
3509304;cajobi;SP
3509403;cajuru;SP
3509452;campina do monte alegre;SP
3509502;campinas;SP
3509601;campo limpo paulista;SP
3509700;campos do jordao;SP
3509809;campos novos paulista;SP
3509908;cananeia;SP
3509957;canas;SP
3510005;candido mota;SP
3510104;candido rodrigues;SP
3510153;canitar;SP
3510203;capao bonito;SP
3510302;capela do alto;SP
3510401;capivari;SP
3510500;caraguatatuba;SP
3510609;carapicuiba;SP
3510708;cardoso;SP
3510807;casa branca;SP
3510906;cassia dos coqueiros;SP
3511003;castilho;SP
3511102;catanduva;SP
3511201;catigua;SP
3511300;cedral;SP
3511409;cerqueira cesar;SP
3511508;cerquilho;SP
3511607;cesario lange;SP
3511706;charqueada;SP
3511904;clementina;SP
3512001;colina;SP
3512100;colombia;SP
3512209;conchal;SP
3512308;conchas;SP
3512407;cordeiropolis;SP
3512506;coroados;SP
3512605;coronel macedo;SP
3512704;corumbatai;SP
3512803;cosmopolis;SP
3512902;cosmorama;SP
3513009;cotia;SP
3513108;cravinhos;SP
3513207;cristais paulista;SP
3513306;cruzalia;SP
3513405;cruzeiro;SP
3513504;cubatao;SP
3513603;cunha;SP
3513702;descalvado;SP
3513801;diadema;SP
3513850;dirce reis;SP
3513900;divinolandia;SP
3514007;dobrada;SP
3514106;dois corregos;SP
3514205;dolcinopolis;SP
3514304;dourado;SP
3514403;dracena;SP
3514502;duartina;SP
3514601;dumont;SP
3514700;echapora;SP
3514809;eldorado;SP
3514908;elias fausto;SP
3514924;elisiario;SP
3514957;embauba;SP
3515004;embu das artes;SP
3515103;embu-guacu;SP
3515129;emilianopolis;SP
3515152;engenheiro coelho;SP
3515186;espirito santo do pinhal;SP
3515194;espirito santo do turvo;SP
3515202;estrela d'oeste;SP
3515301;estrela do norte;SP
3515350;euclides da cunha paulista;SP
3515400;fartura;SP
3515509;fernandopolis;SP
3515608;fernando prestes;SP
3515657;fernao;SP
3515707;ferraz de vasconcelos;SP
3515806;flora rica;SP
3515905;floreal;SP
3516002;florida paulista;SP
3516101;florinea;SP
3516200;franca;SP
3516309;francisco morato;SP
3516408;franco da rocha;SP
3516507;gabriel monteiro;SP
3516606;galia;SP
3516705;garca;SP
3516804;gastao vidigal;SP
3516853;gaviao peixoto;SP
3516903;general salgado;SP
3517000;getulina;SP
3517109;glicerio;SP
3517208;guaicara;SP
3517307;guaimbe;SP
3517406;guaira;SP
3517505;guapiacu;SP
3517604;guapiara;SP
3517703;guara;SP
3517802;guaracai;SP
3517901;guaraci;SP
3518008;guarani d'oeste;SP
3518107;guaranta;SP
3518206;guararapes;SP
3518305;guararema;SP
3518404;guaratingueta;SP
3518503;guarei;SP
3518602;guariba;SP
3518701;guaruja;SP
3518800;guarulhos;SP
3518859;guatapara;SP
3518909;guzolandia;SP
3519006;herculandia;SP
3519055;holambra;SP
3519071;hortolandia;SP
3519105;iacanga;SP
3519204;iacri;SP
3519253;iaras;SP
3519303;ibate;SP
3519402;ibira;SP
3519501;ibirarema;SP
3519600;ibitinga;SP
3519709;ibiuna;SP
3519808;icem;SP
3519907;iepe;SP
3520004;igaracu do tiete;SP
3520103;igarapava;SP
3520202;igarata;SP
3520301;iguape;SP
3520400;ilhabela;SP
3520426;ilha comprida;SP
3520442;ilha solteira;SP
3520509;indaiatuba;SP
3520608;indiana;SP
3520707;indiapora;SP
3520806;inubia paulista;SP
3520905;ipaussu;SP
3521002;ipero;SP
3521101;ipeuna;SP
3521150;ipigua;SP
3521200;iporanga;SP
3521309;ipua;SP
3521408;iracemapolis;SP
3521507;irapua;SP
3521606;irapuru;SP
3521705;itabera;SP
3521804;itai;SP
3521903;itajobi;SP
3522000;itaju;SP
3522109;itanhaem;SP
3522158;itaoca;SP
3522208;itapecerica da serra;SP
3522307;itapetininga;SP
3522406;itapeva;SP
3522505;itapevi;SP
3522604;itapira;SP
3522653;itapirapua paulista;SP
3522703;itapolis;SP
3522802;itaporanga;SP
3522901;itapui;SP
3523008;itapura;SP
3523107;itaquaquecetuba;SP
3523206;itarare;SP
3523305;itariri;SP
3523404;itatiba;SP
3523503;itatinga;SP
3523602;itirapina;SP
3523701;itirapua;SP
3523800;itobi;SP
3523909;itu;SP
3524006;itupeva;SP
3524105;ituverava;SP
3524204;jaborandi;SP
3524303;jaboticabal;SP
3524402;jacarei;SP
3524501;jaci;SP
3524600;jacupiranga;SP
3524709;jaguariuna;SP
3524808;jales;SP
3524907;jambeiro;SP
3525003;jandira;SP
3525102;jardinopolis;SP
3525201;jarinu;SP
3525300;jau;SP
3525409;jeriquara;SP
3525508;joanopolis;SP
3525607;joao ramalho;SP
3525706;jose bonifacio;SP
3525805;julio mesquita;SP
3525854;jumirim;SP
3525904;jundiai;SP
3526001;junqueiropolis;SP
3526100;juquia;SP
3526209;juquitiba;SP
3526308;lagoinha;SP
3526407;laranjal paulista;SP
3526506;lavinia;SP
3526605;lavrinhas;SP
3526704;leme;SP
3526803;lencois paulista;SP
3526902;limeira;SP
3527009;lindoia;SP
3527108;lins;SP
3527207;lorena;SP
3527256;lourdes;SP
3527306;louveira;SP
3527405;lucelia;SP
3527504;lucianopolis;SP
3527603;luis antonio;SP
3527702;luiziania;SP
3527801;lupercio;SP
3527900;lutecia;SP
3528007;macatuba;SP
3528106;macaubal;SP
3528205;macedonia;SP
3528304;magda;SP
3528403;mairinque;SP
3528502;mairipora;SP
3528601;manduri;SP
3528700;maraba paulista;SP
3528809;maracai;SP
3528858;marapoama;SP
3528908;mariapolis;SP
3529005;marilia;SP
3529104;marinopolis;SP
3529203;martinopolis;SP
3529302;matao;SP
3529401;maua;SP
3529500;mendonca;SP
3529609;meridiano;SP
3529658;mesopolis;SP
3529708;miguelopolis;SP
3529807;mineiros do tiete;SP
3529906;miracatu;SP
3530003;mira estrela;SP
3530102;mirandopolis;SP
3530201;mirante do paranapanema;SP
3530300;mirassol;SP
3530409;mirassolandia;SP
3530508;mococa;SP
3530607;mogi das cruzes;SP
3530706;mogi guacu;SP
3530805;mogi mirim;SP
3530904;mombuca;SP
3531001;moncoes;SP
3531100;mongagua;SP
3531209;monte alegre do sul;SP
3531308;monte alto;SP
3531407;monte aprazivel;SP
3531506;monte azul paulista;SP
3531605;monte castelo;SP
3531704;monteiro lobato;SP
3531803;monte mor;SP
3531902;morro agudo;SP
3532009;morungaba;SP
3532058;motuca;SP
3532108;murutinga do sul;SP
3532157;nantes;SP
3532207;narandiba;SP
3532306;natividade da serra;SP
3532405;nazare paulista;SP
3532504;neves paulista;SP
3532603;nhandeara;SP
3532702;nipoa;SP
3532801;nova alianca;SP
3532827;nova campina;SP
3532843;nova canaa paulista;SP
3532868;nova castilho;SP
3532900;nova europa;SP
3533007;nova granada;SP
3533106;nova guataporanga;SP
3533205;nova independencia;SP
3533254;novais;SP
3533304;nova luzitania;SP
3533403;nova odessa;SP
3533502;novo horizonte;SP
3533601;nuporanga;SP
3533700;ocaucu;SP
3533809;oleo;SP
3533908;olimpia;SP
3534005;onda verde;SP
3534104;oriente;SP
3534203;orindiuva;SP
3534302;orlandia;SP
3534401;osasco;SP
3534500;oscar bressane;SP
3534609;osvaldo cruz;SP
3534708;ourinhos;SP
3534757;ouroeste;SP
3534807;ouro verde;SP
3534906;pacaembu;SP
3535002;palestina;SP
3535101;palmares paulista;SP
3535200;palmeira d'oeste;SP
3535309;palmital;SP
3535408;panorama;SP
3535507;paraguacu paulista;SP
3535606;paraibuna;SP
3535705;paraiso;SP
3535804;paranapanema;SP
3535903;paranapua;SP
3536000;parapua;SP
3536109;pardinho;SP
3536208;pariquera-acu;SP
3536257;parisi;SP
3536307;patrocinio paulista;SP
3536406;pauliceia;SP
3536505;paulinia;SP
3536570;paulistania;SP
3536604;paulo de faria;SP
3536703;pederneiras;SP
3536802;pedra bela;SP
3536901;pedranopolis;SP
3537008;pedregulho;SP
3537107;pedreira;SP
3537156;pedrinhas paulista;SP
3537206;pedro de toledo;SP
3537305;penapolis;SP
3537404;pereira barreto;SP
3537503;pereiras;SP
3537602;peruibe;SP
3537701;piacatu;SP
3537800;piedade;SP
3537909;pilar do sul;SP
3538006;pindamonhangaba;SP
3538105;pindorama;SP
3538204;pinhalzinho;SP
3538303;piquerobi;SP
3538501;piquete;SP
3538600;piracaia;SP
3538709;piracicaba;SP
3538808;piraju;SP
3538907;pirajui;SP
3539004;pirangi;SP
3539103;pirapora do bom jesus;SP
3539202;pirapozinho;SP
3539301;pirassununga;SP
3539400;piratininga;SP
3539509;pitangueiras;SP
3539608;planalto;SP
3539707;platina;SP
3539806;poa;SP
3539905;poloni;SP
3540002;pompeia;SP
3540101;pongai;SP
3540200;pontal;SP
3540259;pontalinda;SP
3540309;pontes gestal;SP
3540408;populina;SP
3540507;porangaba;SP
3540606;porto feliz;SP
3540705;porto ferreira;SP
3540754;potim;SP
3540804;potirendaba;SP
3540853;pracinha;SP
3540903;pradopolis;SP
3541000;praia grande;SP
3541059;pratania;SP
3541109;presidente alves;SP
3541208;presidente bernardes;SP
3541307;presidente epitacio;SP
3541406;presidente prudente;SP
3541505;presidente venceslau;SP
3541604;promissao;SP
3541653;quadra;SP
3541703;quata;SP
3541802;queiroz;SP
3541901;queluz;SP
3542008;quintana;SP
3542107;rafard;SP
3542206;rancharia;SP
3542305;redencao da serra;SP
3542404;regente feijo;SP
3542503;reginopolis;SP
3542602;registro;SP
3542701;restinga;SP
3542800;ribeira;SP
3542909;ribeirao bonito;SP
3543006;ribeirao branco;SP
3543105;ribeirao corrente;SP
3543204;ribeirao do sul;SP
3543238;ribeirao dos indios;SP
3543253;ribeirao grande;SP
3543303;ribeirao pires;SP
3543402;ribeirao preto;SP
3543501;riversul;SP
3543600;rifaina;SP
3543709;rincao;SP
3543808;rinopolis;SP
3543907;rio claro;SP
3544004;rio das pedras;SP
3544103;rio grande da serra;SP
3544202;riolandia;SP
3544251;rosana;SP
3544301;roseira;SP
3544400;rubiacea;SP
3544509;rubineia;SP
3544608;sabino;SP
3544707;sagres;SP
3544806;sales;SP
3544905;sales oliveira;SP
3545001;salesopolis;SP
3545100;salmourao;SP
3545159;saltinho;SP
3545209;salto;SP
3545308;salto de pirapora;SP
3545407;salto grande;SP
3545506;sandovalina;SP
3545605;santa adelia;SP
3545704;santa albertina;SP
3545803;santa barbara d'oeste;SP
3546009;santa branca;SP
3546108;santa clara d'oeste;SP
3546207;santa cruz da conceicao;SP
3546256;santa cruz da esperanca;SP
3546306;santa cruz das palmeiras;SP
3546405;santa cruz do rio pardo;SP
3546504;santa ernestina;SP
3546603;santa fe do sul;SP
3546702;santa gertrudes;SP
3546801;santa isabel;SP
3546900;santa lucia;SP
3547007;santa maria da serra;SP
3547106;santa mercedes;SP
3547205;santana da ponte pensa;SP
3547304;santana de parnaiba;SP
3547403;santa rita d'oeste;SP
3547502;santa rita do passa quatro;SP
3547601;santa rosa de viterbo;SP
3547650;santa salete;SP
3547700;santo anastacio;SP
3547809;santo andre;SP
3547908;santo antonio da alegria;SP
3548005;santo antonio de posse;SP
3548054;santo antonio do aracangua;SP
3548104;santo antonio do jardim;SP
3548203;santo antonio do pinhal;SP
3548302;santo expedito;SP
3548401;santopolis do aguapei;SP
3548500;santos;SP
3548609;sao bento do sapucai;SP
3548708;sao bernardo do campo;SP
3548807;sao caetano do sul;SP
3548906;sao carlos;SP
3549003;sao francisco;SP
3549102;sao joao da boa vista;SP
3549201;sao joao das duas pontes;SP
3549250;sao joao de iracema;SP
3549300;sao joao do pau d'alho;SP
3549409;sao joaquim da barra;SP
3549508;sao jose da bela vista;SP
3549607;sao jose do barreiro;SP
3549706;sao jose do rio pardo;SP
3549805;sao jose do rio preto;SP
3549904;sao jose dos campos;SP
3549953;sao lourenco da serra;SP
3550001;sao luiz do paraitinga;SP
3550100;sao manuel;SP
3550209;sao miguel arcanjo;SP
3550308;sao paulo;SP
3550407;sao pedro;SP
3550506;sao pedro do turvo;SP
3550605;sao roque;SP
3550704;sao sebastiao;SP
3550803;sao sebastiao da grama;SP
3550902;sao simao;SP
3551009;sao vicente;SP
3551108;sarapui;SP
3551207;sarutaia;SP
3551306;sebastianopolis do sul;SP
3551405;serra azul;SP
3551504;serrana;SP
3551603;serra negra;SP
3551702;sertaozinho;SP
3551801;sete barras;SP
3551900;severinia;SP
3552007;silveiras;SP
3552106;socorro;SP
3552205;sorocaba;SP
3552304;sud mennucci;SP
3552403;sumare;SP
3552502;suzano;SP
3552551;suzanapolis;SP
3552601;tabapua;SP
3552700;tabatinga;SP
3552809;taboao da serra;SP
3552908;taciba;SP
3553005;taguai;SP
3553104;taiacu;SP
3553203;taiuva;SP
3553302;tambau;SP
3553401;tanabi;SP
3553500;tapirai;SP
3553609;tapiratiba;SP
3553658;taquaral;SP
3553708;taquaritinga;SP
3553807;taquarituba;SP
3553856;taquarivai;SP
3553906;tarabai;SP
3553955;taruma;SP
3554003;tatui;SP
3554102;taubate;SP
3554201;tejupa;SP
3554300;teodoro sampaio;SP
3554409;terra roxa;SP
3554508;tiete;SP
3554607;timburi;SP
3554656;torre de pedra;SP
3554706;torrinha;SP
3554755;trabiju;SP
3554805;tremembe;SP
3554904;tres fronteiras;SP
3554953;tuiuti;SP
3555000;tupa;SP
3555109;tupi paulista;SP
3555208;turiuba;SP
3555307;turmalina;SP
3555356;ubarana;SP
3555406;ubatuba;SP
3555505;ubirajara;SP
3555604;uchoa;SP
3555703;uniao paulista;SP
3555802;urania;SP
3555901;uru;SP
3556008;urupes;SP
3556107;valentim gentil;SP
3556206;valinhos;SP
3556305;valparaiso;SP
3556354;vargem;SP
3556404;vargem grande do sul;SP
3556453;vargem grande paulista;SP
3556503;varzea paulista;SP
3556602;vera cruz;SP
3556701;vinhedo;SP
3556800;viradouro;SP
3556909;vista alegre do alto;SP
3556958;vitoria brasil;SP
3557006;votorantim;SP
3557105;votuporanga;SP
3557154;zacarias;SP
3557204;chavantes;SP
3557303;estiva gerbi;SP
4100103;abatia;PR
4100202;adrianopolis;PR
4100301;agudos do sul;PR
4100400;almirante tamandare;PR
4100459;altamira do parana;PR
4100509;altonia;PR
4100608;alto parana;PR
4100707;alto piquiri;PR
4100806;alvorada do sul;PR
4100905;amapora;PR
4101002;ampere;PR
4101051;anahy;PR
4101101;andira;PR
4101150;angulo;PR
4101200;antonina;PR
4101309;antonio olinto;PR
4101408;apucarana;PR
4101507;arapongas;PR
4101606;arapoti;PR
4101655;arapua;PR
4101705;araruna;PR
4101804;araucaria;PR
4101853;ariranha do ivai;PR
4101903;assai;PR
4102000;assis chateaubriand;PR
4102109;astorga;PR
4102208;atalaia;PR
4102307;balsa nova;PR
4102406;bandeirantes;PR
4102505;barbosa ferraz;PR
4102604;barracao;PR
4102703;barra do jacare;PR
4102752;bela vista da caroba;PR
4102802;bela vista do paraiso;PR
4102901;bituruna;PR
4103008;boa esperanca;PR
4103024;boa esperanca do iguacu;PR
4103040;boa ventura de sao roque;PR
4103057;boa vista da aparecida;PR
4103107;bocaiuva do sul;PR
4103156;bom jesus do sul;PR
4103206;bom sucesso;PR
4103222;bom sucesso do sul;PR
4103305;borrazopolis;PR
4103354;braganey;PR
4103370;brasilandia do sul;PR
4103404;cafeara;PR
4103453;cafelandia;PR
4103479;cafezal do sul;PR
4103503;california;PR
4103602;cambara;PR
4103701;cambe;PR
4103800;cambira;PR
4103909;campina da lagoa;PR
4103958;campina do simao;PR
4104006;campina grande do sul;PR
4104055;campo bonito;PR
4104105;campo do tenente;PR
4104204;campo largo;PR
4104253;campo magro;PR
4104303;campo mourao;PR
4104402;candido de abreu;PR
4104428;candoi;PR
4104451;cantagalo;PR
4104501;capanema;PR
4104600;capitao leonidas marques;PR
4104659;carambei;PR
4104709;carlopolis;PR
4104808;cascavel;PR
4104907;castro;PR
4105003;catanduvas;PR
4105102;centenario do sul;PR
4105201;cerro azul;PR
4105300;ceu azul;PR
4105409;chopinzinho;PR
4105508;cianorte;PR
4105607;cidade gaucha;PR
4105706;clevelandia;PR
4105805;colombo;PR
4105904;colorado;PR
4106001;congonhinhas;PR
4106100;conselheiro mairinck;PR
4106209;contenda;PR
4106308;corbelia;PR
4106407;cornelio procopio;PR
4106456;coronel domingos soares;PR
4106506;coronel vivida;PR
4106555;corumbatai do sul;PR
4106571;cruzeiro do iguacu;PR
4106605;cruzeiro do oeste;PR
4106704;cruzeiro do sul;PR
4106803;cruz machado;PR
4106852;cruzmaltina;PR
4106902;curitiba;PR
4107009;curiuva;PR
4107108;diamante do norte;PR
4107124;diamante do sul;PR
4107157;diamante d'oeste;PR
4107207;dois vizinhos;PR
4107256;douradina;PR
4107306;doutor camargo;PR
4107405;eneas marques;PR
4107504;engenheiro beltrao;PR
4107520;esperanca nova;PR
4107538;entre rios do oeste;PR
4107546;espigao alto do iguacu;PR
4107553;farol;PR
4107603;faxinal;PR
4107652;fazenda rio grande;PR
4107702;fenix;PR
4107736;fernandes pinheiro;PR
4107751;figueira;PR
4107801;florai;PR
4107850;flor da serra do sul;PR
4107900;floresta;PR
4108007;florestopolis;PR
4108106;florida;PR
4108205;formosa do oeste;PR
4108304;foz do iguacu;PR
4108320;francisco alves;PR
4108403;francisco beltrao;PR
4108452;foz do jordao;PR
4108502;general carneiro;PR
4108551;godoy moreira;PR
4108601;goioere;PR
4108650;goioxim;PR
4108700;grandes rios;PR
4108809;guaira;PR
4108908;guairaca;PR
4108957;guamiranga;PR
4109005;guapirama;PR
4109104;guaporema;PR
4109203;guaraci;PR
4109302;guaraniacu;PR
4109401;guarapuava;PR
4109500;guaraquecaba;PR
4109609;guaratuba;PR
4109658;honorio serpa;PR
4109708;ibaiti;PR
4109757;ibema;PR
4109807;ibipora;PR
4109906;icaraima;PR
4110003;iguaracu;PR
4110052;iguatu;PR
4110078;imbau;PR
4110102;imbituva;PR
4110201;inacio martins;PR
4110300;inaja;PR
4110409;indianopolis;PR
4110508;ipiranga;PR
4110607;ipora;PR
4110656;iracema do oeste;PR
4110706;irati;PR
4110805;iretama;PR
4110904;itaguaje;PR
4110953;itaipulandia;PR
4111001;itambaraca;PR
4111100;itambe;PR
4111209;itapejara d'oeste;PR
4111258;itaperucu;PR
4111308;itauna do sul;PR
4111407;ivai;PR
4111506;ivaipora;PR
4111555;ivate;PR
4111605;ivatuba;PR
4111704;jaboti;PR
4111803;jacarezinho;PR
4111902;jaguapita;PR
4112009;jaguariaiva;PR
4112108;jandaia do sul;PR
4112207;janiopolis;PR
4112306;japira;PR
4112405;japura;PR
4112504;jardim alegre;PR
4112603;jardim olinda;PR
4112702;jataizinho;PR
4112751;jesuitas;PR
4112801;joaquim tavora;PR
4112900;jundiai do sul;PR
4112959;juranda;PR
4113007;jussara;PR
4113106;kalore;PR
4113205;lapa;PR
4113254;laranjal;PR
4113304;laranjeiras do sul;PR
4113403;leopolis;PR
4113429;lidianopolis;PR
4113452;lindoeste;PR
4113502;loanda;PR
4113601;lobato;PR
4113700;londrina;PR
4113734;luiziana;PR
4113759;lunardelli;PR
4113809;lupionopolis;PR
4113908;mallet;PR
4114005;mambore;PR
4114104;mandaguacu;PR
4114203;mandaguari;PR
4114302;mandirituba;PR
4114351;manfrinopolis;PR
4114401;mangueirinha;PR
4114500;manoel ribas;PR
4114609;marechal candido rondon;PR
4114708;maria helena;PR
4114807;marialva;PR
4114906;marilandia do sul;PR
4115002;marilena;PR
4115101;mariluz;PR
4115200;maringa;PR
4115309;mariopolis;PR
4115358;maripa;PR
4115408;marmeleiro;PR
4115457;marquinho;PR
4115507;marumbi;PR
4115606;matelandia;PR
4115705;matinhos;PR
4115739;mato rico;PR
4115754;maua da serra;PR
4115804;medianeira;PR
4115853;mercedes;PR
4115903;mirador;PR
4116000;miraselva;PR
4116059;missal;PR
4116109;moreira sales;PR
4116208;morretes;PR
4116307;munhoz de melo;PR
4116406;nossa senhora das gracas;PR
4116505;nova alianca do ivai;PR
4116604;nova america da colina;PR
4116703;nova aurora;PR
4116802;nova cantu;PR
4116901;nova esperanca;PR
4116950;nova esperanca do sudoeste;PR
4117008;nova fatima;PR
4117057;nova laranjeiras;PR
4117107;nova londrina;PR
4117206;nova olimpia;PR
4117214;nova santa barbara;PR
4117222;nova santa rosa;PR
4117255;nova prata do iguacu;PR
4117271;nova tebas;PR
4117297;novo itacolomi;PR
4117305;ortigueira;PR
4117404;ourizona;PR
4117453;ouro verde do oeste;PR
4117503;paicandu;PR
4117602;palmas;PR
4117701;palmeira;PR
4117800;palmital;PR
4117909;palotina;PR
4118006;paraiso do norte;PR
4118105;paranacity;PR
4118204;paranagua;PR
4118303;paranapoema;PR
4118402;paranavai;PR
4118451;pato bragado;PR
4118501;pato branco;PR
4118600;paula freitas;PR
4118709;paulo frontin;PR
4118808;peabiru;PR
4118857;perobal;PR
4118907;perola;PR
4119004;perola d'oeste;PR
4119103;pien;PR
4119152;pinhais;PR
4119202;pinhalao;PR
4119251;pinhal de sao bento;PR
4119301;pinhao;PR
4119400;pirai do sul;PR
4119509;piraquara;PR
4119608;pitanga;PR
4119657;pitangueiras;PR
4119707;planaltina do parana;PR
4119806;planalto;PR
4119905;ponta grossa;PR
4119954;pontal do parana;PR
4120002;porecatu;PR
4120101;porto amazonas;PR
4120150;porto barreiro;PR
4120200;porto rico;PR
4120309;porto vitoria;PR
4120333;prado ferreira;PR
4120358;pranchita;PR
4120408;presidente castelo branco;PR
4120507;primeiro de maio;PR
4120606;prudentopolis;PR
4120655;quarto centenario;PR
4120705;quatigua;PR
4120804;quatro barras;PR
4120853;quatro pontes;PR
4120903;quedas do iguacu;PR
4121000;querencia do norte;PR
4121109;quinta do sol;PR
4121208;quitandinha;PR
4121257;ramilandia;PR
4121307;rancho alegre;PR
4121356;rancho alegre d'oeste;PR
